"","l","j","y","s","a","ns","nt","sl"
"2124",117,139,1999,0,0,0,4,NA
"2125",117,141,1999,0,0,0,1,NA
"2126",117,142,1999,0,1,0,2,NA
"2127",117,142,1999,1,1,2,2,NA
"2128",117,143,1999,0,1,0,4,NA
"2129",117,144,1999,0,0,0,5,NA
"2130",117,145,1999,0,0,0,6,NA
"2131",117,145,1999,0,1,0,4,NA
"2132",117,146,1999,0,0,0,4,NA
"2133",117,146,1999,0,1,0,2,NA
"2134",117,148,1999,0,1,0,1,NA
"2135",117,149,1999,0,1,0,1,NA
"2136",117,156,1999,0,0,0,3,NA
"2137",117,158,1999,0,0,0,5,NA
"2138",117,159,1999,0,0,0,11,NA
"2139",117,160,1999,0,0,0,4,NA
"2140",118,89,1999,0,0,0,2,NA
"2141",118,90,1999,0,0,0,4,NA
"2142",118,91,1999,0,0,0,3,NA
"2143",118,92,1999,0,0,0,2,NA
"2144",118,92,1999,0,1,0,1,NA
"2145",118,93,1999,0,0,0,2,NA
"2146",118,93,1999,0,1,0,2,NA
"2147",118,95,1999,0,0,0,1,NA
"2148",118,96,1999,0,0,0,2,NA
"2149",118,97,1999,0,0,0,2,NA
"2150",118,98,1999,0,0,0,2,NA
"2151",118,99,1999,0,0,0,2,NA
"2152",118,100,1999,0,0,0,3,NA
"2153",118,103,1999,0,0,0,1,NA
"2154",118,104,1999,0,0,0,3,NA
"2155",118,105,1999,0,0,0,4,NA
"2156",118,105,1999,0,1,0,2,NA
"2157",118,106,1999,0,0,0,8,NA
"2158",118,107,1999,0,0,0,3,NA
"2159",118,109,1999,0,0,0,9,NA
"2160",118,109,1999,0,1,0,5,NA
"2161",118,110,1999,0,0,0,30,NA
"2162",118,110,1999,0,1,0,2,NA
"2163",118,111,1999,0,0,0,12,NA
"2164",118,111,1999,0,1,0,4,NA
"2165",118,112,1999,0,0,0,14,NA
"2166",118,112,1999,0,1,0,2,NA
"2167",118,112,1999,1,1,2,2,NA
"2168",118,113,1999,0,0,0,15,NA
"2169",118,113,1999,0,1,0,6,NA
"2170",118,114,1999,0,0,0,14,NA
"2171",118,115,1999,0,0,0,11,NA
"2172",118,115,1999,0,1,0,4,NA
"2173",118,116,1999,0,0,0,22,NA
"2174",118,116,1999,0,1,0,6,NA
"2175",118,117,1999,0,0,0,30,NA
"2176",118,117,1999,0,1,0,4,NA
"2177",118,118,1999,0,0,0,23,NA
"2178",118,118,1999,0,1,0,2,NA
"2179",118,119,1999,0,0,0,16,NA
"2180",118,119,1999,0,1,0,2,NA
"2181",118,120,1999,0,0,0,13,NA
"2182",118,120,1999,0,1,0,1,NA
"2183",118,120,1999,1,1,2,2,NA
"2184",118,121,1999,0,0,0,3,NA
"2185",118,121,1999,1,1,2,2,NA
"2186",118,122,1999,0,0,0,13,NA
"2187",118,122,1999,0,1,0,2,NA
"2188",118,123,1999,0,0,0,11,NA
"2189",118,123,1999,0,1,0,4,NA
"2190",118,124,1999,0,0,0,15,NA
"2191",118,124,1999,0,1,0,2,NA
"2192",118,125,1999,0,0,0,6,NA
"2193",118,125,1999,1,0,1,1,NA
"2194",118,126,1999,0,0,0,2,NA
"2195",118,126,1999,0,1,0,5,NA
"2196",118,126,1999,1,0,1,1,NA
"2197",118,127,1999,0,0,0,4,NA
"2198",118,127,1999,0,1,0,4,NA
"2199",118,128,1999,0,0,0,6,NA
"2200",118,128,1999,0,1,0,2,NA
"2201",118,128,1999,1,0,1,1,NA
"2202",118,129,1999,0,1,0,2,NA
"2203",118,130,1999,0,0,0,2,NA
"2204",118,130,1999,0,1,0,2,NA
"2205",118,130,1999,1,0,1,1,NA
"2206",118,131,1999,0,0,0,2,NA
"2207",118,132,1999,0,0,0,1,NA
"2208",118,133,1999,0,0,0,8,NA
"2209",118,133,1999,0,1,0,2,NA
"2210",118,134,1999,0,0,0,2,NA
"2211",118,135,1999,0,1,0,2,NA
"2212",118,136,1999,0,1,0,6,NA
"2213",118,137,1999,0,0,0,2,NA
"2214",118,138,1999,0,0,0,2,NA
"2215",118,139,1999,0,0,0,1,NA
"2216",118,140,1999,0,0,0,1,NA
"2217",118,141,1999,0,0,0,1,NA
"2218",118,142,1999,0,1,0,2,NA
"2219",118,143,1999,0,1,0,4,NA
"2220",118,144,1999,0,1,0,2,NA
"2221",118,145,1999,0,0,0,1,NA
"2222",118,145,1999,0,1,0,2,NA
"2223",118,146,1999,0,1,0,4,NA
"2224",118,147,1999,0,1,0,1,NA
"2225",118,156,1999,0,0,0,4,NA
"2226",118,158,1999,0,0,0,6,NA
"2227",118,159,1999,0,0,0,7,NA
"2228",118,159,1999,0,1,0,2,NA
"2229",118,160,1999,0,0,0,1,NA
"2230",119,85,1999,0,1,0,2,NA
"2231",119,88,1999,0,1,0,2,NA
"2232",119,89,1999,0,0,0,1,NA
"2233",119,90,1999,0,0,0,4,NA
"2234",119,91,1999,0,0,0,2,NA
"2235",119,92,1999,0,0,0,2,NA
"2236",119,92,1999,1,0,1,1,NA
"2237",119,93,1999,0,0,0,1,NA
"2238",119,96,1999,0,0,0,1,NA
"2239",119,97,1999,0,0,0,4,NA
"2240",119,99,1999,0,0,0,3,NA
"2241",119,100,1999,0,0,0,3,NA
"2242",119,102,1999,0,0,0,3,NA
"2243",119,102,1999,0,1,0,2,NA
"2244",119,103,1999,0,0,0,1,NA
"2245",119,104,1999,0,0,0,3,NA
"2246",119,105,1999,0,0,0,1,NA
"2247",119,106,1999,0,0,0,4,NA
"2248",119,107,1999,0,0,0,2,NA
"2249",119,108,1999,0,1,0,2,NA
"2250",119,109,1999,0,0,0,5,NA
"2251",119,110,1999,0,0,0,20,NA
"2252",119,111,1999,0,0,0,16,NA
"2253",119,111,1999,0,1,0,2,NA
"2254",119,112,1999,0,0,0,14,NA
"2255",119,112,1999,0,1,0,3,NA
"2256",119,112,1999,1,0,1,1,NA
"2257",119,113,1999,0,0,0,17,NA
"2258",119,113,1999,0,1,0,4,NA
"2259",119,114,1999,0,0,0,10,NA
"2260",119,114,1999,0,1,0,2,NA
"2261",119,115,1999,0,0,0,22,NA
"2262",119,115,1999,0,1,0,4,NA
"2263",119,116,1999,0,0,0,21,NA
"2264",119,117,1999,0,0,0,27,NA
"2265",119,117,1999,0,1,0,4,NA
"2266",119,118,1999,0,0,0,13,NA
"2267",119,118,1999,0,1,0,3,NA
"2268",119,119,1999,0,0,0,14,NA
"2269",119,120,1999,0,0,0,20,NA
"2270",119,120,1999,0,1,0,2,NA
"2271",119,121,1999,0,0,0,6,NA
"2272",119,121,1999,0,1,0,4,NA
"2273",119,122,1999,0,0,0,17,NA
"2274",119,122,1999,0,1,0,2,NA
"2275",119,123,1999,0,0,0,13,NA
"2276",119,124,1999,0,0,0,20,NA
"2277",119,124,1999,1,0,1,1,NA
"2278",119,125,1999,0,0,0,5,NA
"2279",119,126,1999,0,0,0,4,NA
"2280",119,127,1999,0,0,0,3,NA
"2281",119,127,1999,0,1,0,2,NA
"2282",119,128,1999,0,0,0,7,NA
"2283",119,128,1999,0,1,0,4,NA
"2284",119,130,1999,0,0,0,5,NA
"2285",119,131,1999,0,0,0,1,NA
"2286",119,132,1999,0,0,0,2,NA
"2287",119,133,1999,0,0,0,3,NA
"2288",119,136,1999,0,1,0,1,NA
"2289",119,137,1999,0,0,0,2,NA
"2290",119,137,1999,0,1,0,2,NA
"2291",119,138,1999,0,0,0,1,NA
"2292",119,138,1999,0,1,0,2,NA
"2293",119,139,1999,0,0,0,1,NA
"2294",119,139,1999,0,1,0,2,NA
"2295",119,143,1999,0,1,0,4,NA
"2296",119,144,1999,0,0,0,1,NA
"2297",119,144,1999,0,1,0,2,NA
"2298",119,145,1999,0,0,0,1,NA
"2299",119,145,1999,0,1,0,2,NA
"2300",119,146,1999,0,0,0,3,NA
"2301",119,146,1999,0,1,0,2,NA
"2302",119,147,1999,0,1,0,2,NA
"2303",119,148,1999,0,1,0,1,NA
"2304",119,149,1999,0,1,0,1,NA
"2305",119,150,1999,0,1,0,2,NA
"2306",119,156,1999,0,0,0,1,NA
"2307",119,158,1999,0,0,0,3,NA
"2308",119,158,1999,1,0,1,1,NA
"2309",119,159,1999,0,0,0,9,NA
"2310",119,160,1999,0,0,0,2,NA
"2311",120,89,1999,0,0,0,4,NA
"2312",120,90,1999,0,0,0,1,NA
"2313",120,91,1999,0,0,0,2,NA
"2314",120,92,1999,0,0,0,1,NA
"2315",120,92,1999,0,1,0,1,NA
"2316",120,93,1999,0,0,0,1,NA
"2317",120,95,1999,0,0,0,1,NA
"2318",120,96,1999,0,1,0,2,NA
"2319",120,97,1999,0,0,0,1,NA
"2320",120,98,1999,0,0,0,4,NA
"2321",120,100,1999,0,0,0,1,NA
"2322",120,102,1999,0,0,0,1,NA
"2323",120,103,1999,0,0,0,1,NA
"2324",120,104,1999,0,0,0,4,NA
"2325",120,104,1999,0,1,0,2,NA
"2326",120,105,1999,0,0,0,1,NA
"2327",120,106,1999,0,0,0,3,NA
"2328",120,107,1999,0,0,0,2,NA
"2329",120,109,1999,0,0,0,7,NA
"2330",120,110,1999,0,0,0,23,NA
"2331",120,110,1999,0,1,0,1,NA
"2332",120,111,1999,0,0,0,25,NA
"2333",120,111,1999,0,1,0,2,NA
"2334",120,111,1999,1,0,2,2,NA
"2335",120,112,1999,0,0,0,16,NA
"2336",120,113,1999,0,0,0,18,NA
"2337",120,113,1999,0,1,0,4,NA
"2338",120,114,1999,0,0,0,17,NA
"2339",120,115,1999,0,0,0,8,NA
"2340",120,115,1999,0,1,0,4,NA
"2341",120,116,1999,0,0,0,19,NA
"2342",120,116,1999,0,1,0,7,NA
"2343",120,116,1999,1,0,1,1,NA
"2344",120,117,1999,0,0,0,24,NA
"2345",120,117,1999,0,1,0,2,NA
"2346",120,117,1999,1,0,1,1,NA
"2347",120,118,1999,0,0,0,17,NA
"2348",120,118,1999,0,1,0,4,NA
"2349",120,119,1999,0,0,0,16,NA
"2350",120,119,1999,0,1,0,4,NA
"2351",120,119,1999,1,0,1,1,NA
"2352",120,120,1999,0,0,0,13,NA
"2353",120,120,1999,0,1,0,2,NA
"2354",120,121,1999,0,0,0,5,NA
"2355",120,121,1999,0,1,0,4,NA
"2356",120,122,1999,0,0,0,14,NA
"2357",120,122,1999,0,1,0,6,NA
"2358",120,122,1999,1,1,4,4,NA
"2359",120,123,1999,0,0,0,16,NA
"2360",120,123,1999,0,1,0,2,NA
"2361",120,123,1999,1,0,1,1,NA
"2362",120,124,1999,0,0,0,17,NA
"2363",120,124,1999,0,1,0,4,NA
"2364",120,125,1999,0,0,0,7,NA
"2365",120,126,1999,0,0,0,1,NA
"2366",120,126,1999,0,1,0,2,NA
"2367",120,127,1999,0,0,0,3,NA
"2368",120,127,1999,0,1,0,4,NA
"2369",120,128,1999,0,0,0,10,NA
"2370",120,128,1999,0,1,0,1,NA
"2371",120,128,1999,1,0,1,1,NA
"2372",120,129,1999,0,1,0,2,NA
"2373",120,130,1999,0,0,0,4,NA
"2374",120,131,1999,0,0,0,1,NA
"2375",120,132,1999,0,0,0,3,NA
"2376",120,133,1999,0,0,0,1,NA
"2377",120,133,1999,0,1,0,2,NA
"2378",120,134,1999,0,0,0,2,NA
"2379",120,137,1999,0,0,0,1,NA
"2380",120,138,1999,0,0,0,2,NA
"2381",120,139,1999,0,0,0,4,NA
"2382",120,140,1999,0,0,0,2,NA
"2383",120,141,1999,0,0,0,2,NA
"2384",120,141,1999,0,1,0,1,NA
"2385",120,142,1999,0,1,0,2,NA
"2386",120,144,1999,0,0,0,1,NA
"2387",120,144,1999,0,1,0,6,NA
"2388",120,145,1999,0,0,0,4,NA
"2389",120,145,1999,0,1,0,2,NA
"2390",120,146,1999,0,0,0,1,NA
"2391",120,146,1999,0,1,0,2,NA
"2392",120,148,1999,1,1,1,1,NA
"2393",120,156,1999,0,0,0,1,NA
"2394",120,158,1999,0,0,0,2,NA
"2395",120,159,1999,0,0,0,1,NA
"2396",120,160,1999,0,0,0,1,NA
"2397",121,88,1999,0,1,0,2,NA
"2398",121,89,1999,0,0,0,2,NA
"2399",121,90,1999,0,0,0,4,NA
"2400",121,90,1999,0,1,0,2,NA
"2401",121,91,1999,0,0,0,1,NA
"2402",121,92,1999,0,0,0,4,NA
"2403",121,92,1999,0,1,0,2,NA
"2404",121,93,1999,0,0,0,1,NA
"2405",121,96,1999,0,0,0,1,NA
"2406",121,97,1999,0,0,0,5,NA
"2407",121,98,1999,0,1,0,2,NA
"2408",121,102,1999,0,0,0,1,NA
"2409",121,103,1999,0,0,0,3,NA
"2410",121,104,1999,0,0,0,1,NA
"2411",121,106,1999,0,0,0,4,NA
"2412",121,107,1999,0,0,0,7,NA
"2413",121,108,1999,0,1,0,2,NA
"2414",121,109,1999,0,0,0,8,NA
"2415",121,110,1999,0,0,0,13,NA
"2416",121,110,1999,0,1,0,1,NA
"2417",121,111,1999,0,0,0,17,NA
"2418",121,112,1999,0,0,0,16,NA
"2419",121,112,1999,0,1,0,5,NA
"2420",121,113,1999,0,0,0,12,NA
"2421",121,114,1999,0,0,0,13,NA
"2422",121,114,1999,0,1,0,2,NA
"2423",121,115,1999,0,0,0,13,NA
"2424",121,115,1999,0,1,0,2,NA
"2425",121,115,1999,1,0,1,1,NA
"2426",121,116,1999,0,0,0,11,NA
"2427",121,116,1999,0,1,0,4,NA
"2428",121,117,1999,0,0,0,16,NA
"2429",121,117,1999,0,1,0,2,NA
"2430",121,117,1999,1,0,1,1,NA
"2431",121,117,1999,1,1,2,2,NA
"2432",121,118,1999,0,0,0,15,NA
"2433",121,118,1999,0,1,0,4,NA
"2434",121,118,1999,1,0,1,1,NA
"2435",121,119,1999,0,0,0,10,NA
"2436",121,119,1999,1,1,1,1,NA
"2437",121,120,1999,0,0,0,16,NA
"2438",121,121,1999,0,0,0,12,NA
"2439",121,121,1999,0,1,0,2,NA
"2440",121,122,1999,0,0,0,12,NA
"2441",121,122,1999,0,1,0,2,NA
"2442",121,123,1999,0,0,0,8,NA
"2443",121,123,1999,0,1,0,6,NA
"2444",121,124,1999,0,0,0,16,NA
"2445",121,124,1999,0,1,0,1,NA
"2446",121,125,1999,0,0,0,4,NA
"2447",121,125,1999,1,0,1,1,NA
"2448",121,126,1999,0,0,0,3,NA
"2449",121,127,1999,0,0,0,6,NA
"2450",121,128,1999,0,0,0,2,NA
"2451",121,130,1999,0,0,0,7,NA
"2452",121,130,1999,0,1,0,4,NA
"2453",121,131,1999,0,0,0,5,NA
"2454",121,132,1999,0,0,0,2,NA
"2455",121,133,1999,0,0,0,2,NA
"2456",121,133,1999,0,1,0,2,NA
"2457",121,134,1999,0,0,0,3,NA
"2458",121,137,1999,0,0,0,5,NA
"2459",121,138,1999,0,0,0,1,NA
"2460",121,138,1999,0,1,0,2,NA
"2461",121,139,1999,0,0,0,1,NA
"2462",121,140,1999,0,0,0,2,NA
"2463",121,141,1999,0,0,0,1,NA
"2464",121,141,1999,0,1,0,4,NA
"2465",121,143,1999,0,1,0,2,NA
"2466",121,144,1999,0,0,0,4,NA
"2467",121,144,1999,0,1,0,2,NA
"2468",121,145,1999,0,0,0,1,NA
"2469",121,145,1999,0,1,0,4,NA
"2470",121,146,1999,0,0,0,2,NA
"2471",121,146,1999,0,1,0,2,NA
"2472",121,156,1999,0,0,0,2,NA
"2473",121,158,1999,0,0,0,2,NA
"2474",121,158,1999,0,1,0,2,NA
"2475",121,159,1999,0,0,0,3,NA
"2476",121,160,1999,0,0,0,1,NA
"2477",122,89,1999,0,0,0,2,NA
"2478",122,91,1999,0,0,0,3,NA
"2479",122,92,1999,0,0,0,1,NA
"2480",122,93,1999,0,0,0,1,NA
"2481",122,96,1999,0,0,0,1,NA
"2482",122,97,1999,0,0,0,3,NA
"2483",122,99,1999,0,0,0,2,NA
"2484",122,102,1999,0,0,0,1,NA
"2485",122,102,1999,0,1,0,2,NA
"2486",122,103,1999,0,0,0,2,NA
"2487",122,105,1999,0,0,0,1,NA
"2488",122,105,1999,0,1,0,2,NA
"2489",122,107,1999,0,0,0,6,NA
"2490",122,109,1999,0,0,0,13,NA
"2491",122,109,1999,0,1,0,2,NA
"2492",122,110,1999,0,0,0,19,NA
"2493",122,110,1999,0,1,0,2,NA
"2494",122,111,1999,0,0,0,14,NA
"2495",122,111,1999,0,1,0,1,NA
"2496",122,112,1999,0,0,0,17,NA
"2497",122,112,1999,0,1,0,5,NA
"2498",122,113,1999,0,0,0,14,NA
"2499",122,113,1999,1,1,2,2,NA
"2500",122,114,1999,0,0,0,7,NA
"2501",122,115,1999,0,0,0,15,NA
"2502",122,116,1999,0,0,0,21,NA
"2503",122,116,1999,0,1,0,2,NA
"2504",122,117,1999,0,0,0,13,NA
"2505",122,117,1999,1,0,1,1,NA
"2506",122,118,1999,0,0,0,14,NA
"2507",122,119,1999,0,0,0,8,NA
"2508",122,119,1999,0,1,0,4,NA
"2509",122,119,1999,1,0,1,1,NA
"2510",122,120,1999,0,0,0,12,NA
"2511",122,120,1999,0,1,0,2,NA
"2512",122,120,1999,1,0,1,1,NA
"2513",122,121,1999,0,0,0,1,NA
"2514",122,121,1999,1,0,1,1,NA
"2515",122,121,1999,1,1,2,2,NA
"2516",122,122,1999,0,0,0,13,NA
"2517",122,122,1999,1,1,2,2,NA
"2518",122,123,1999,0,0,0,15,NA
"2519",122,123,1999,0,1,0,2,NA
"2520",122,124,1999,0,0,0,9,NA
"2521",122,125,1999,0,0,0,6,NA
"2522",122,126,1999,0,0,0,3,NA
"2523",122,126,1999,0,1,0,2,NA
"2524",122,127,1999,0,0,0,4,NA
"2525",122,127,1999,0,1,0,3,NA
"2526",122,128,1999,0,0,0,7,NA
"2527",122,129,1999,0,1,0,2,NA
"2528",122,130,1999,0,0,0,4,NA
"2529",122,131,1999,0,0,0,1,NA
"2530",122,132,1999,0,0,0,1,NA
"2531",122,133,1999,0,0,0,3,NA
"2532",122,133,1999,0,1,0,4,NA
"2533",122,134,1999,0,0,0,3,NA
"2534",122,137,1999,0,0,0,2,NA
"2535",122,138,1999,0,0,0,1,NA
"2536",122,139,1999,0,0,0,2,NA
"2537",122,140,1999,0,0,0,2,NA
"2538",122,141,1999,0,0,0,1,NA
"2539",122,141,1999,0,1,0,2,NA
"2540",122,144,1999,0,1,0,6,NA
"2541",122,145,1999,0,0,0,4,NA
"2542",122,146,1999,0,0,0,4,NA
"2543",122,158,1999,0,0,0,1,NA
"2544",122,159,1999,0,0,0,2,NA
"2545",123,89,1999,0,0,0,1,NA
"2546",123,90,1999,0,0,0,1,NA
"2547",123,91,1999,0,0,0,1,NA
"2548",123,92,1999,0,0,0,1,NA
"2549",123,93,1999,0,0,0,1,NA
"2550",123,95,1999,0,0,0,1,NA
"2551",123,97,1999,0,0,0,2,NA
"2552",123,99,1999,0,0,0,1,NA
"2553",123,99,1999,0,1,0,1,NA
"2554",123,99,1999,1,1,2,2,NA
"2555",123,100,1999,0,0,0,1,NA
"2556",123,104,1999,0,0,0,3,NA
"2557",123,106,1999,0,0,0,3,NA
"2558",123,107,1999,0,0,0,3,NA
"2559",123,109,1999,0,0,0,12,NA
"2560",123,110,1999,0,0,0,22,NA
"2561",123,111,1999,0,0,0,10,NA
"2562",123,111,1999,0,1,0,4,NA
"2563",123,112,1999,0,0,0,13,NA
"2564",123,112,1999,0,1,0,2,NA
"2565",123,113,1999,0,0,0,10,NA
"2566",123,113,1999,0,1,0,8,NA
"2567",123,114,1999,0,0,0,9,NA
"2568",123,115,1999,0,0,0,15,NA
"2569",123,115,1999,0,1,0,2,NA
"2570",123,116,1999,0,0,0,18,NA
"2571",123,116,1999,0,1,0,3,NA
"2572",123,117,1999,0,0,0,24,NA
"2573",123,118,1999,0,0,0,11,NA
"2574",123,119,1999,0,0,0,13,NA
"2575",123,119,1999,0,1,0,2,NA
"2576",123,120,1999,0,0,0,9,NA
"2577",123,120,1999,0,1,0,2,NA
"2578",123,121,1999,0,0,0,2,NA
"2579",123,121,1999,0,1,0,1,NA
"2580",123,122,1999,0,0,0,10,NA
"2581",123,122,1999,0,1,0,2,NA
"2582",123,122,1999,1,0,1,1,NA
"2583",123,123,1999,0,0,0,4,NA
"2584",123,123,1999,1,0,1,1,NA
"2585",123,124,1999,0,0,0,11,NA
"2586",123,125,1999,0,0,0,8,NA
"2587",123,126,1999,0,0,0,3,NA
"2588",123,127,1999,0,0,0,5,NA
"2589",123,128,1999,0,0,0,4,NA
"2590",123,128,1999,0,1,0,2,NA
"2591",123,130,1999,0,0,0,8,NA
"2592",123,131,1999,0,0,0,1,NA
"2593",123,131,1999,0,1,0,2,NA
"2594",123,132,1999,0,0,0,4,NA
"2595",123,133,1999,0,0,0,2,NA
"2596",123,134,1999,0,0,0,1,NA
"2597",123,135,1999,0,1,0,4,NA
"2598",123,136,1999,0,1,0,2,NA
"2599",123,137,1999,0,0,0,1,NA
"2600",123,138,1999,0,0,0,1,NA
"2601",123,138,1999,0,1,0,4,NA
"2602",123,139,1999,0,0,0,2,NA
"2603",123,140,1999,0,0,0,2,NA
"2604",123,141,1999,0,0,0,1,NA
"2605",123,142,1999,0,1,0,2,NA
"2606",123,144,1999,0,0,0,1,NA
"2607",123,145,1999,0,0,0,4,NA
"2608",123,146,1999,0,0,0,2,NA
"2609",123,148,1999,0,1,0,1,NA
"2610",123,159,1999,0,0,0,7,NA
"2611",123,160,1999,0,0,0,4,NA
"2612",124,110,1999,0,1,0,2,NA
"2613",124,111,1999,0,1,0,3,NA
"2614",124,112,1999,0,1,0,4,NA
"2615",124,115,1999,0,1,0,2,NA
"2616",124,117,1999,0,1,0,2,NA
"2617",124,118,1999,0,1,0,2,NA
"2618",124,123,1999,0,1,0,2,NA
"2619",124,124,1999,0,1,0,2,NA
"2620",124,131,1999,0,1,0,4,NA
"2621",124,134,1999,0,1,0,2,NA
"2622",124,135,1999,0,1,0,2,NA
"2623",124,140,1999,0,1,0,2,NA
"2624",124,141,1999,0,1,0,2,NA
"2625",124,142,1999,0,1,0,2,NA
"2626",124,143,1999,0,1,0,1,NA
"2627",124,144,1999,0,1,0,1,NA
"2628",124,145,1999,0,1,0,2,NA
"2629",124,147,1999,0,1,0,2,NA
"2630",125,87,1999,0,1,0,2,NA
"2631",125,102,1999,0,1,0,2,NA
"2632",125,109,1999,0,1,0,2,NA
"2633",125,113,1999,0,1,0,4,NA
"2634",125,116,1999,0,1,0,2,NA
"2635",125,117,1999,0,1,0,2,NA
"2636",125,118,1999,0,1,0,3,NA
"2637",125,129,1999,0,1,0,2,NA
"2638",125,137,1999,0,1,0,2,NA
"2639",125,139,1999,1,1,2,2,NA
"2640",125,144,1999,0,1,0,4,NA
"2641",125,147,1999,0,1,0,2,NA
